,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,sum,norm
NWS-72-0.5.csv,-97.90877667994602,-108.28930876110051,-123.11875594717645,-232.42334939273618,-283.0426628075779,-314.7300066728026,-94.32032262719072,-102.47154682349783,-102.46526359165368,-85.102654512089,-101.9286995234074,-91.83544655082024,-63.667372778149215,-63.98560908394747,-63.65766560092445,-58.601422284979044,-52.234460596959295,-58.74696621647373,-30.876783122509202,-29.35597732520298,-30.769844909330246,-2189.5328958084747,-1.69700245688
NWS-73-0.5.csv,-97.94629079508277,-108.26621453360421,-123.15449838750365,-232.42696451197398,-283.0310329801897,-314.8184626426687,-94.32484587838726,-102.46490896675886,-102.45184802391817,-85.102654512089,-101.9286995234074,-91.83544655082024,-63.66742811384363,-63.98532229318245,-63.65764231493421,-58.601344751122376,-52.23412659502411,-58.74765455320405,-30.876310685718174,-29.35580591579184,-30.769990366180586,-2189.647492895406,-1.8115995438110986
NWS-97-0.5.csv,-98.67416955853378,-108.11888368578117,-124.0017237149233,-232.50142717296902,-282.64413834788644,-316.62902821039995,-94.35810586515024,-102.04692225718634,-102.42065761472904,-85.10265262571474,-101.9288262074313,-91.83547977384879,-63.66879506150421,-63.98322258937553,-63.658509829160636,-58.6045921851426,-52.23693580330694,-58.74753061001609,-30.872774696788163,-29.35654469942314,-30.768603184641947,-2192.1595236939133,-4.3236303423186655
NWS-18-0.5.csv,-95.97741384581995,-110.63393913344635,-120.94743056210326,-232.33328645572234,-285.61781879051864,-313.1757661555069,-95.02589357416424,-106.33071762538226,-104.34885523998904,-85.09533675666242,-101.91890314803723,-91.85176624952196,-63.45678205435409,-64.57614725013104,-63.61645665729533,-58.63969119329877,-52.31257826428291,-58.56937201705205,-30.81041238522413,-29.453562827477946,-30.940984612316893,-2195.633114798308,-7.797221446713138
NWS-38-0.5.csv,-96.64208091358586,-108.95333836114989,-121.40580977823784,-232.33685998807272,-284.2557956433036,-312.99041293345067,-94.64297898523814,-103.94687067185325,-102.69492642043643,-85.1078365662718,-101.92913072015438,-91.83924528289427,-63.65534784484055,-64.04970026185445,-63.65620060767145,-58.61738369445421,-52.21823079628792,-58.6896710681168,-30.86279538919984,-29.35091124762451,-30.802259139009404,-2188.647786313708,-0.8118929621132338
NWS-91-0.5.csv,-98.51333379720333,-108.12210753575835,-123.82464374800013,-232.4563943193446,-282.75591379447076,-316.13460067306164,-94.33426277464834,-102.11120686989581,-102.3939727645171,-85.10265262571474,-101.9288262074313,-91.83547977384879,-63.668969156048114,-63.98338362191147,-63.65887574011686,-58.60398181038823,-52.23725908959417,-58.7475583027545,-30.87287736856887,-29.357591398622056,-30.76762348659016,-2191.411514858489,-3.5756215068945494
NWS-52-0.5.csv,-97.15355220788018,-108.50071125986601,-122.0930303866188,-232.36818784075285,-283.5483051258032,-313.4913392044631,-94.40773058590196,-103.1134056869098,-102.48931863358752,-85.10374875358701,-101.92618937006326,-91.83489903458418,-63.667185456174316,-63.997894785506574,-63.65846656714429,-58.5902111786805,-52.230773526235176,-58.73334768042718,-30.87525378115323,-29.34312705329983,-30.775544479987214,-2187.902222598626,-0.06632924703126264
NWS-93-0.5.csv,-98.5798619406224,-108.10738361054348,-123.86325872064926,-232.47144347870722,-282.72571569681116,-316.2933951223401,-94.34167064395399,-102.09522238467048,-102.43517104401565,-85.10265262571474,-101.9288262074313,-91.83547977384879,-63.66885146108237,-63.983577992032615,-63.65890178111814,-58.60463087107949,-52.2368874303909,-58.747926705109464,-30.872257593426113,-29.35676244596371,-30.76787045591346,-2191.677747985425,-3.8418546338302804
NWS-56-0.5.csv,-97.32410626199811,-108.36777312360287,-122.3450898283142,-232.33110434160596,-283.44114079373463,-313.6233168705256,-94.39123945897697,-102.972520313476,-102.48197009304428,-85.10324734734967,-101.92767737078753,-91.83513250060842,-63.66435354809657,-63.98812371331014,-63.65916363514017,-58.60303297058703,-52.23819236446221,-58.73908577985401,-30.880193252702398,-29.350901295123315,-30.770087225442232,-2188.0374520887426,-0.20155873714793415
NWS-98-0.5.csv,-98.70158385316228,-108.12742917117595,-124.05035510900072,-232.49783646398788,-282.59581627935296,-316.7150103458749,-94.36249848222997,-102.03057069198118,-102.43287174311233,-85.10265262571474,-101.9288262074313,-91.83547977384879,-63.66885812306509,-63.98310314300619,-63.658398481542704,-58.60399611176871,-52.236858772074584,-58.748013111742864,-30.87294415015701,-29.356469425875773,-30.768851773888365,-2192.278423839994,-4.44253048839937
NWS-32-0.5.csv,-96.36830317142463,-109.33195426306165,-120.99491741580897,-232.32660438743193,-284.55362760344326,-312.9833461810423,-94.67733913311235,-104.37423807192387,-102.91897556341029,-85.11518008368051,-101.91960253604084,-91.83265931343854,-63.635662183336024,-64.10994673989258,-63.65070227120882,-58.66571134095063,-52.219178158111305,-58.6753733473104,-30.857735436682677,-29.348012179599575,-30.818118671472014,-2189.377188052383,-1.5412947007885123
NWS-27-0.5.csv,-96.20866227273883,-109.66295699826884,-120.93135777439673,-232.33876983055674,-284.82184036565246,-312.97251099335244,-94.80090915145233,-104.86942798025552,-103.23659380725466,-85.09617371077792,-101.9197083311085,-91.83228786620354,-63.5852746287685,-64.19450829074405,-63.665613190620824,-58.64576726124288,-52.22755178637202,-58.67331579794493,-30.852966216663184,-29.357984947916314,-30.854769383241894,-2190.7489505855337,-2.913057233939071
NWS-9-0.5.csv,-95.82198675236295,-112.63840958663306,-122.2396139220818,-232.31725792885433,-286.5827758140378,-314.1027749346436,-95.27235254994713,-108.55633685365044,-106.98434663579079,-85.02518169068293,-101.98919708631227,-91.69301704780871,-63.32810393691826,-65.7161547470175,-63.682455267954325,-58.76496969463442,-52.77751817221731,-58.47709660574213,-30.7746129447498,-29.597590261435748,-31.326053242897423,-2207.667805676373,-19.831912324778386
NWS-70-0.5.csv,-97.84876344309235,-108.26865062201713,-123.00099256435065,-232.39880189510103,-283.1191161541674,-314.57730994452925,-94.32829004347832,-102.51533176114728,-102.45558691020132,-85.10291612096084,-101.92873314080778,-91.83530004140675,-63.6661678996375,-63.98434937621301,-63.656456975972674,-58.60133616168395,-52.23498393312969,-58.746699929133015,-30.876543993984942,-29.357718798301605,-30.771476251316486,-2189.275525960633,-1.439632609038199
NWS-81-0.5.csv,-98.20477625183523,-108.24619783287487,-123.63759331834167,-232.45247835567716,-282.8962523276074,-315.4420875767211,-94.32484170529553,-102.3162965570463,-102.41975424398241,-85.10265262571474,-101.92875024556412,-91.83547977384879,-63.66946004075517,-63.98428630008032,-63.65711076994439,-58.6064882413896,-52.23374510761141,-58.74544612015341,-30.873467003653563,-29.356974323619898,-30.767776332197233,-2190.7019150539145,-2.866021702319813
NWS-11-0.5.csv,-95.82757975264612,-112.12505397982099,-121.71264037152912,-232.34741391585777,-286.1845983069864,-313.85759554163974,-95.19345955777227,-107.94924989359458,-106.16685117662479,-85.09584320192405,-102.03665849631368,-91.80498949646541,-63.38527126135334,-65.32731280035071,-63.58983144263596,-58.72760925870968,-52.61041240261243,-58.409090641500576,-30.778754854919896,-29.52192970186964,-31.195958539400337,-2203.8481045945277,-16.012211242933063
NWS-46-0.5.csv,-96.918201870896,-108.6734164390983,-121.8946396891082,-232.36116063807023,-283.7360143155693,-313.2783765325535,-94.4714779017181,-103.39996537546628,-102.57645680590366,-85.10417301951207,-101.92680857108402,-91.83584820501126,-63.66408456355709,-64.01629243344084,-63.66078456809004,-58.59819127199865,-52.2264838242265,-58.72418023397839,-30.864010356127167,-29.34372289235136,-30.788871273891907,-2188.0631607816526,-0.2272674300579638
NWS-76-0.5.csv,-98.04475117311415,-108.25783945561204,-123.38813500283342,-232.4361486265722,-282.99753187671826,-315.06705069692316,-94.31927273363333,-102.40942703568459,-102.4680393109805,-85.102654512089,-101.92875024556412,-91.83547997830767,-63.66892796139831,-63.98394798324596,-63.657110549553785,-58.60286005443216,-52.23326709874484,-58.743098256226475,-30.8773559990445,-29.356586177108426,-30.769082071122774,-2190.1473167989097,-2.3114234473150645
NWS-82-0.5.csv,-98.22359628215254,-108.22705688558662,-123.66141877483233,-232.45874036919568,-282.86428866922313,-315.4859084893287,-94.32643739305215,-102.305899048524,-102.4251873258019,-85.10265262571474,-101.92875024556412,-91.83547977384879,-63.66917498812448,-63.984014830335184,-63.657200600638866,-58.60726065439515,-52.234757862428395,-58.7454050168198,-30.873523341024956,-29.357270790227666,-30.76777550772315,-2190.7417994745415,-2.905906122946817
NWS-31-0.5.csv,-96.32787572919906,-109.35908323950655,-121.00037197756843,-232.32712564696658,-284.63296325951416,-312.9352273831653,-94.68767621298706,-104.50192641009656,-102.98417724873636,-85.11387065556374,-101.91641148453255,-91.83698317456441,-63.61704802724705,-64.11798625695533,-63.64656462209065,-58.66841771926493,-52.214784471975754,-58.66385652660297,-30.854157229147454,-29.352203423948623,-30.81922872465897,-2189.577939424292,-1.7420460726971214
NWS-29-0.5.csv,-96.26816519050992,-109.51919298203084,-120.98613228734845,-232.3268025604803,-284.70053170935364,-312.9809808750842,-94.73004337506538,-104.68454553995048,-103.12054690881905,-85.11168060357606,-101.91678076614535,-91.84208683424414,-63.60051616804613,-64.14798483781627,-63.663684464777305,-58.647432952053066,-52.22144670056503,-58.65610289601289,-30.849163962173282,-29.35010799472117,-30.82520473467806,-2190.149134343452,-2.3132409918571284
NWS-5-0.5.csv,-95.71908025131312,-113.78997546239773,-123.88768909816683,-232.35067070327418,-286.95369274445477,-314.88107552776415,-95.40495427509039,-110.01866117223025,-109.46726376688929,-84.8011170157164,-101.39991714079544,-91.33513700266907,-63.17978915360926,-66.98777953429314,-64.24056208611971,-58.76454372977648,-53.59494819984888,-58.71982890729947,-30.79262366472692,-29.78474697099576,-31.774406472610888,-2217.848462880042,-30.01256952844733
NWS-15-0.5.csv,-95.87231360069347,-111.18583978083882,-121.2411977742386,-232.314281936177,-285.92301129068187,-313.4125198828854,-95.03524324724133,-106.91645202756368,-104.97383878031704,-85.1025262818658,-101.94851957843174,-91.79402362269957,-63.42766356790353,-64.78401724645587,-63.54631205231244,-58.69738607282096,-52.37230815546298,-58.508603635805734,-30.814565327156586,-29.473629174051815,-31.04108870325974,-2198.3853417388646,-10.549448387269877
